region_id,lgd_code,name
block_3580,3580,KUARMUNDA
block_3581,3581,KUTRA
block_3582,3582,LAHUNIPARA
block_3583,3583,LATHIKATA
block_3584,3584,LEPHRIPARA
block_3585,3585,NUAGAON
block_3586,3586,RAJGANGPUR
block_3587,3587,SUBDEGA
block_3588,3588,SUNDARGARH
block_3589,3589,TANGARPALI
